id,timestamp,source_ip,device_name,domain,protocol,port,risk_score,entropy,severity,agent_id,dst_ip,packet_size,device_type,os_family,brand,mac_address,identity_confidence,organization_id
80,2026-02-24 09:46:29,172.26.162.166,Remote Device,netvisor-prem-2026.loca.lt,UDP,53,0,3.72548,LOW,GATEWAY_SENSE_01,172.26.162.254,86,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
81,2026-02-24 09:46:29,172.26.162.166,Remote Device,lemon-gifts-bake.loca.lt,UDP,53,0,3.75,LOW,GATEWAY_SENSE_01,172.26.162.254,84,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
82,2026-02-24 09:46:29,172.26.162.166,Remote Device,us-east-1.ctrl.prod.os.notifications.aws.dev,UDP,53,0,2.87314,LOW,GATEWAY_SENSE_01,172.26.162.254,152,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
83,2026-02-24 09:46:29,172.26.162.254,Remote Device,us-east-1.ctrl.prod.os.notifications.aws.dev,UDP,53,0,2.87314,LOW,GATEWAY_SENSE_01,172.26.162.166,104,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
84,2026-02-24 09:46:29,172.26.162.166,Remote Device,us-east-1.ctrl.prod.os.notifications.aws.dev,UDP,53,0,2.87314,LOW,GATEWAY_SENSE_01,172.26.162.254,152,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
85,2026-02-24 09:46:29,172.26.162.254,Remote Device,us-east-1.ctrl.prod.os.notifications.aws.dev,UDP,53,0,2.87314,LOW,GATEWAY_SENSE_01,172.26.162.166,104,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
86,2026-02-24 09:46:29,172.26.162.166,Remote Device,us-east-1.ctrl.prod.os.notifications.aws.dev,UDP,53,0,2.87314,LOW,GATEWAY_SENSE_01,172.26.162.254,104,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
87,2026-02-24 09:46:30,172.26.162.254,Remote Device,cell-0.ap-south-1.prod.telemetry.console.api.aws,UDP,53,0,3.12193,LOW,GATEWAY_SENSE_01,172.26.162.166,108,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
88,2026-02-24 09:46:30,172.26.162.254,Remote Device,cell-0.ap-south-1.prod.telemetry.console.api.aws,UDP,53,0,3.12193,LOW,GATEWAY_SENSE_01,172.26.162.166,108,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
89,2026-02-24 09:46:30,172.26.162.166,Remote Device,cell-0.ap-south-1.prod.telemetry.console.api.aws,UDP,53,0,3.12193,LOW,GATEWAY_SENSE_01,172.26.162.254,140,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
90,2026-02-24 09:46:30,172.26.162.166,Remote Device,cell-0.ap-south-1.prod.telemetry.console.api.aws,UDP,53,0,3.12193,LOW,GATEWAY_SENSE_01,172.26.162.254,164,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
91,2026-02-24 09:46:30,172.26.162.254,Remote Device,cell-0.ap-south-1.prod.telemetry.console.api.aws,UDP,53,0,3.12193,LOW,GATEWAY_SENSE_01,172.26.162.166,108,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
92,2026-02-24 09:46:31,172.26.162.166,Remote Device,cell-0.ap-south-1.prod.telemetry.console.api.aws,UDP,53,0,3.12193,LOW,GATEWAY_SENSE_01,172.26.162.254,140,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
93,2026-02-24 09:46:31,172.26.162.254,Remote Device,cell-0.ap-south-1.prod.telemetry.console.api.aws,UDP,53,0,3.12193,LOW,GATEWAY_SENSE_01,172.26.162.166,108,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
94,2026-02-24 09:46:31,172.26.162.166,Remote Device,cell-0.ap-south-1.prod.telemetry.console.api.aws,UDP,53,0,3.12193,LOW,GATEWAY_SENSE_01,172.26.162.254,164,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
95,2026-02-24 09:46:35,172.26.162.254,Remote Device,netvisor-prem-2026.loca.lt,UDP,53,0,3.72548,LOW,GATEWAY_SENSE_01,172.26.162.166,86,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
96,2026-02-24 09:46:35,172.26.162.166,Remote Device,netvisor-prem-2026.loca.lt,UDP,53,0,3.72548,LOW,GATEWAY_SENSE_01,172.26.162.254,86,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
97,2026-02-24 09:46:35,172.26.162.254,Remote Device,lemon-gifts-bake.loca.lt,UDP,53,0,3.75,LOW,GATEWAY_SENSE_01,172.26.162.166,84,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
98,2026-02-24 09:46:35,172.26.162.166,Remote Device,lemon-gifts-bake.loca.lt,UDP,53,0,3.75,LOW,GATEWAY_SENSE_01,172.26.162.254,84,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
99,2026-02-24 09:46:54,172.26.162.254,Remote Device,tm-sdk.platinumai.net,UDP,53,0,2.92193,LOW,GATEWAY_SENSE_01,172.26.162.166,81,Unknown,Unknown,Unknown,-,low,39b6f683-3560-4178-a1cf-3652ec1b1c8a
